Departamento,Año,Mes,Consumo (m³),Temperatura promedio mensual (°C),Número de ocupantes,Superficie (m²),Piso,Estado de mantenimiento,Costo (BOB)
C01,2016,12,34.03,25.5,4,96,0,Malo,20.42
C01,2017,1,42.13,0.67,4,96,0,Malo,25.28
C01,2017,2,30.95,21.92,4,96,0,Malo,18.57
C01,2017,3,43.09,5.78,4,96,0,Malo,25.85
C01,2017,4,29.02,28.63,4,96,0,Malo,17.41
C01,2017,5,46.33,1.32,4,96,0,Malo,27.8
C01,2017,6,27.31,28.62,4,96,0,Malo,16.39
C01,2017,7,30.78,21.79,4,96,0,Malo,18.47
C01,2017,8,38.38,12.42,4,96,0,Malo,23.03
C01,2017,9,33.62,23.26,4,96,0,Malo,20.17
C01,2017,10,36.77,12.27,4,96,0,Malo,22.06
C01,2017,11,35.28,18.08,4,96,0,Malo,21.17
C01,2017,12,39.97,10.47,4,96,0,Malo,23.98
C01,2018,1,49.28,-4.77,4,96,0,Malo,29.57
C01,2018,2,43.0,4.73,4,96,0,Malo,25.8
C01,2018,3,30.99,23.7,4,96,0,Malo,18.6
C01,2018,4,41.2,1.47,4,96,0,Malo,24.72
C01,2018,5,38.86,7.22,4,96,0,Malo,23.32
C01,2018,6,47.0,-3.86,4,96,0,Malo,28.2
C01,2018,7,35.53,16.11,4,96,0,Malo,21.32
C01,2018,8,43.22,-1.93,4,96,0,Malo,25.93
C01,2018,9,27.68,29.78,4,96,0,Malo,16.61
C01,2018,10,43.09,4.95,4,96,0,Malo,25.85
C01,2018,11,35.29,19.49,4,96,0,Malo,21.17
C01,2018,12,40.06,14.68,4,96,0,Malo,24.04
C01,2019,1,33.15,21.23,4,96,0,Malo,19.89
C01,2019,2,48.08,-3.75,4,96,0,Malo,28.85
C01,2019,3,43.84,6.3,4,96,0,Malo,26.3
C01,2019,4,34.3,23.71,4,96,0,Malo,20.58
C01,2019,5,29.73,24.52,4,96,0,Malo,17.84
C01,2019,6,36.59,11.48,4,96,0,Malo,21.96
C01,2019,7,31.04,25.08,4,96,0,Malo,18.62
C01,2019,8,38.12,9.48,4,96,0,Malo,22.87
C01,2019,9,40.79,2.32,4,96,0,Malo,24.47
C01,2019,10,39.98,15.0,4,96,0,Malo,23.99
C01,2019,11,35.37,13.51,4,96,0,Malo,21.22
C01,2019,12,35.06,20.34,4,96,0,Malo,21.03
C01,2020,1,34.55,22.59,4,96,0,Malo,20.73
C01,2020,2,41.71,9.95,4,96,0,Malo,25.03
C01,2020,3,43.01,4.09,4,96,0,Malo,25.8
C01,2020,4,38.76,16.81,4,96,0,Malo,23.25
C01,2020,5,36.33,16.5,4,96,0,Malo,21.8
C01,2020,6,34.33,20.52,4,96,0,Malo,20.6
C01,2020,7,35.26,23.28,4,96,0,Malo,21.16
C01,2020,8,41.77,3.15,4,96,0,Malo,25.06
C01,2020,9,41.42,1.77,4,96,0,Malo,24.85
C01,2020,10,40.74,11.27,4,96,0,Malo,24.45
C01,2020,11,32.44,20.81,4,96,0,Malo,19.46
C01,2020,12,35.82,16.54,4,96,0,Malo,21.49
C01,2021,1,45.4,-3.41,4,96,0,Malo,27.24
C01,2021,2,31.27,23.21,4,96,0,Malo,18.76
C01,2021,3,37.03,17.42,4,96,0,Malo,22.22
C01,2021,4,40.05,3.9,4,96,0,Malo,24.03
C01,2021,5,42.14,5.51,4,96,0,Malo,25.29
C01,2021,6,31.36,21.85,4,96,0,Malo,18.82
C01,2021,7,40.64,6.66,4,96,0,Malo,24.39
C01,2021,8,39.9,14.91,4,96,0,Malo,23.94
C01,2021,9,30.7,24.12,4,96,0,Malo,18.42
C01,2021,10,35.04,24.18,4,96,0,Malo,21.03
C01,2021,11,38.56,11.77,4,96,0,Malo,23.14
C01,2021,12,44.29,-3.76,4,96,0,Malo,26.58
C01,2022,1,44.14,0.44,4,96,0,Malo,26.49
C01,2022,2,34.33,25.28,4,96,0,Malo,20.6
C01,2022,3,40.89,11.19,4,96,0,Malo,24.54
C01,2022,4,28.2,27.47,4,96,0,Malo,16.92
C01,2022,5,38.37,13.24,4,96,0,Malo,23.02
C01,2022,6,35.56,18.74,4,96,0,Malo,21.34
C01,2022,7,47.24,-4.34,4,96,0,Malo,28.34
C01,2022,8,43.79,6.61,4,96,0,Malo,26.28
C01,2022,9,30.57,22.85,4,96,0,Malo,18.34
C01,2022,10,46.53,0.23,4,96,0,Malo,27.92
C01,2022,11,40.42,6.87,4,96,0,Malo,24.25
C01,2022,12,35.75,13.7,4,96,0,Malo,21.45
C01,2023,1,34.62,16.2,4,96,0,Malo,20.77
C01,2023,2,46.75,-0.91,4,96,0,Malo,28.05
C01,2023,3,43.85,5.79,4,96,0,Malo,26.31
C01,2023,4,33.31,19.84,4,96,0,Malo,19.98
C01,2023,5,47.84,-1.96,4,96,0,Malo,28.71
C01,2023,6,42.57,8.01,4,96,0,Malo,25.54
C01,2023,7,41.95,5.59,4,96,0,Malo,25.17
C01,2023,8,43.28,1.13,4,96,0,Malo,25.97
C01,2023,9,44.66,-3.69,4,96,0,Malo,26.79
C01,2023,10,45.52,-1.76,4,96,0,Malo,27.31
C01,2023,11,35.55,22.97,4,96,0,Malo,21.33
C01,2023,12,43.44,0.39,4,96,0,Malo,26.07
C02,2014,1,46.13,5.86,5,101,0,Malo,27.68
C02,2014,2,36.72,21.93,5,101,0,Malo,22.03
C02,2014,3,35.51,29.38,5,101,0,Malo,21.3
C02,2014,4,33.46,29.75,5,101,0,Malo,20.08
C02,2014,5,51.29,-3.72,5,101,0,Malo,30.77
C02,2014,6,35.16,25.27,5,101,0,Malo,21.1
C02,2014,7,44.42,5.88,5,101,0,Malo,26.65
C02,2014,8,39.99,24.68,5,101,0,Malo,23.99
C02,2014,9,49.1,6.67,5,101,0,Malo,29.46
C02,2014,10,52.39,-1.39,5,101,0,Malo,31.44
C02,2014,11,36.69,21.09,5,101,0,Malo,22.01
C02,2014,12,40.16,21.55,5,101,0,Malo,24.1
C02,2015,1,47.13,2.34,5,101,0,Malo,28.28
C02,2015,2,47.78,5.03,5,101,0,Malo,28.67
C02,2015,3,40.1,22.05,5,101,0,Malo,24.06
C02,2015,4,45.77,4.54,5,101,0,Malo,27.46
C02,2015,5,53.35,-0.99,5,101,0,Malo,32.01
C02,2015,6,40.42,14.59,5,101,0,Malo,24.25
C02,2015,7,43.4,13.99,5,101,0,Malo,26.04
C02,2015,8,50.52,4.49,5,101,0,Malo,30.31
C02,2015,9,38.97,23.14,5,101,0,Malo,23.38
C02,2015,10,48.47,0.99,5,101,0,Malo,29.08
C02,2015,11,37.23,26.23,5,101,0,Malo,22.34
C02,2015,12,48.89,-3.22,5,101,0,Malo,29.33
C02,2016,1,34.1,26.62,5,101,0,Malo,20.46
C02,2016,2,43.4,8.43,5,101,0,Malo,26.04
C02,2016,3,46.97,8.72,5,101,0,Malo,28.18
C02,2016,4,37.78,26.19,5,101,0,Malo,22.67
C02,2016,5,40.2,19.15,5,101,0,Malo,24.12
C02,2016,6,45.37,7.45,5,101,0,Malo,27.22
C02,2016,7,50.68,1.94,5,101,0,Malo,30.41
C02,2016,8,35.91,23.33,5,101,0,Malo,21.55
C02,2016,9,38.04,27.3,5,101,0,Malo,22.82
C02,2016,10,40.22,14.87,5,101,0,Malo,24.13
C02,2016,11,39.75,23.08,5,101,0,Malo,23.85
C02,2016,12,49.76,-1.6,5,101,0,Malo,29.86
C02,2017,1,42.92,17.55,5,101,0,Malo,25.75
C02,2017,2,47.05,11.47,5,101,0,Malo,28.23
C02,2017,3,52.46,0.03,5,101,0,Malo,31.48
C02,2017,4,47.26,4.03,5,101,0,Malo,28.36
C02,2017,5,51.89,1.42,5,101,0,Malo,31.14
C02,2017,6,48.98,6.56,5,101,0,Malo,29.39
C02,2017,7,46.84,6.37,5,101,0,Malo,28.11
C02,2017,8,49.13,-2.71,5,101,0,Malo,29.48
C02,2017,9,46.3,11.75,5,101,0,Malo,27.78
C02,2017,10,46.75,4.88,5,101,0,Malo,28.05
C02,2017,11,42.59,15.11,5,101,0,Malo,25.55
C02,2017,12,46.79,9.2,5,101,0,Malo,28.07
C02,2018,1,51.06,-1.26,5,101,0,Malo,30.64
C02,2018,2,50.17,-2.52,5,101,0,Malo,30.1
C02,2018,3,45.08,11.13,5,101,0,Malo,27.05
C02,2018,4,46.89,3.35,5,101,0,Malo,28.13
C02,2018,5,49.71,0.57,5,101,0,Malo,29.83
C02,2018,6,49.69,-2.69,5,101,0,Malo,29.82
C02,2018,7,40.04,19.29,5,101,0,Malo,24.02
C02,2018,8,35.85,29.31,5,101,0,Malo,21.51
C02,2018,9,47.78,6.98,5,101,0,Malo,28.67
C02,2018,10,50.59,1.06,5,101,0,Malo,30.35
C02,2018,11,40.93,20.88,5,101,0,Malo,24.56
C02,2018,12,35.64,24.29,5,101,0,Malo,21.39
C02,2019,1,41.12,15.86,5,101,0,Malo,24.67
C02,2019,2,50.56,-1.58,5,101,0,Malo,30.34
C02,2019,3,46.64,5.78,5,101,0,Malo,27.99
C02,2019,4,43.24,15.94,5,101,0,Malo,25.95
C02,2019,5,44.08,15.87,5,101,0,Malo,26.45
C02,2019,6,47.74,6.46,5,101,0,Malo,28.64
C02,2019,7,49.83,-2.85,5,101,0,Malo,29.9
C02,2019,8,50.65,-0.14,5,101,0,Malo,30.39
C02,2019,9,41.25,21.42,5,101,0,Malo,24.75
C02,2019,10,40.32,21.5,5,101,0,Malo,24.19
C02,2019,11,43.42,10.85,5,101,0,Malo,26.05
C02,2019,12,41.51,16.55,5,101,0,Malo,24.91
C02,2020,1,51.27,2.2,5,101,0,Malo,30.76
C02,2020,2,49.12,5.49,5,101,0,Malo,29.47
C02,2020,3,43.22,18.78,5,101,0,Malo,25.93
C02,2020,4,37.51,27.78,5,101,0,Malo,22.51
C02,2020,5,39.53,27.03,5,101,0,Malo,23.72
C02,2020,6,43.07,15.4,5,101,0,Malo,25.84
C02,2020,7,45.75,12.86,5,101,0,Malo,27.45
C02,2020,8,35.06,24.84,5,101,0,Malo,21.03
C02,2020,9,39.64,26.54,5,101,0,Malo,23.78
C02,2020,10,52.95,-4.97,5,101,0,Malo,31.77
C02,2020,11,33.13,29.25,5,101,0,Malo,19.88
C02,2020,12,44.85,4.88,5,101,0,Malo,26.91
C02,2021,1,45.59,10.11,5,101,0,Malo,27.35
C02,2021,2,42.93,16.88,5,101,0,Malo,25.76
C02,2021,3,45.11,9.21,5,101,0,Malo,27.06
C02,2021,4,46.94,2.39,5,101,0,Malo,28.17
C02,2021,5,50.5,-0.13,5,101,0,Malo,30.3
C02,2021,6,37.0,24.52,5,101,0,Malo,22.2
C02,2021,7,44.03,9.6,5,101,0,Malo,26.42
C02,2021,8,35.08,25.55,5,101,0,Malo,21.05
C02,2021,9,53.29,-4.59,5,101,0,Malo,31.97
C02,2021,10,52.39,0.04,5,101,0,Malo,31.43
C02,2021,11,43.94,18.03,5,101,0,Malo,26.36
C02,2021,12,48.05,-0.25,5,101,0,Malo,28.83
C02,2022,1,40.66,23.21,5,101,0,Malo,24.39
C02,2022,2,38.13,26.28,5,101,0,Malo,22.88
C02,2022,3,37.06,27.56,5,101,0,Malo,22.24
C02,2022,4,44.19,10.9,5,101,0,Malo,26.52
C02,2022,5,37.56,23.7,5,101,0,Malo,22.53
C02,2022,6,48.2,2.9,5,101,0,Malo,28.92
C02,2022,7,52.46,-4.74,5,101,0,Malo,31.48
C02,2022,8,41.08,20.58,5,101,0,Malo,24.65
C02,2022,9,50.45,4.42,5,101,0,Malo,30.27
C02,2022,10,39.71,15.17,5,101,0,Malo,23.83
C02,2022,11,51.84,-3.67,5,101,0,Malo,31.1
C02,2022,12,46.63,7.9,5,101,0,Malo,27.98
C02,2023,1,33.25,28.66,5,101,0,Malo,19.95
C02,2023,2,39.98,20.56,5,101,0,Malo,23.99
C02,2023,3,39.06,25.08,5,101,0,Malo,23.44
C02,2023,4,47.81,4.78,5,101,0,Malo,28.69
C02,2023,5,44.1,13.32,5,101,0,Malo,26.46
C02,2023,6,49.09,3.58,5,101,0,Malo,29.46
C02,2023,7,42.0,18.23,5,101,0,Malo,25.2
C02,2023,8,40.86,18.94,5,101,0,Malo,24.52
C02,2023,9,43.13,15.29,5,101,0,Malo,25.88
C02,2023,10,37.0,26.63,5,101,0,Malo,22.2
C02,2023,11,52.14,-4.62,5,101,0,Malo,31.28
C02,2023,12,37.19,26.71,5,101,0,Malo,22.31
C03,2014,1,25.68,28.62,3,82,0,Regular,15.41
C03,2014,2,32.85,5.12,3,82,0,Regular,19.71
C03,2014,3,26.05,27.3,3,82,0,Regular,15.63
C03,2014,4,28.36,20.44,3,82,0,Regular,17.02
C03,2014,5,39.46,-2.85,3,82,0,Regular,23.68
C03,2014,6,35.05,0.92,3,82,0,Regular,21.03
C03,2014,7,25.22,29.66,3,82,0,Regular,15.13
C03,2014,8,28.5,16.85,3,82,0,Regular,17.1
C03,2014,9,39.29,-2.11,3,82,0,Regular,23.57
C03,2014,10,24.47,24.8,3,82,0,Regular,14.68
C03,2014,11,37.07,-0.36,3,82,0,Regular,22.24
C03,2014,12,22.77,25.03,3,82,0,Regular,13.66
C03,2015,1,36.8,-1.1,3,82,0,Regular,22.08
C03,2015,2,28.25,15.71,3,82,0,Regular,16.95
C03,2015,3,34.73,10.63,3,82,0,Regular,20.84
C03,2015,4,37.33,4.14,3,82,0,Regular,22.4
C03,2015,5,34.01,11.97,3,82,0,Regular,20.41
C03,2015,6,24.67,25.17,3,82,0,Regular,14.8
C03,2015,7,37.09,-2.05,3,82,0,Regular,22.26
C03,2015,8,22.28,27.69,3,82,0,Regular,13.37
C03,2015,9,34.98,12.36,3,82,0,Regular,20.99
C03,2015,10,25.65,21.96,3,82,0,Regular,15.39
C03,2015,11,33.82,10.41,3,82,0,Regular,20.29
C03,2015,12,38.42,2.38,3,82,0,Regular,23.05
C03,2016,1,35.51,7.08,3,82,0,Regular,21.31
C03,2016,2,25.17,21.44,3,82,0,Regular,15.1
C03,2016,3,37.16,0.87,3,82,0,Regular,22.3
C03,2016,4,36.9,5.55,3,82,0,Regular,22.14
C03,2016,5,27.73,21.33,3,82,0,Regular,16.64
C03,2016,6,35.29,8.29,3,82,0,Regular,21.17
C03,2016,7,30.27,11.61,3,82,0,Regular,18.16
C03,2016,8,22.54,25.46,3,82,0,Regular,13.52
C03,2016,9,24.17,27.45,3,82,0,Regular,14.5
C03,2016,10,31.6,18.75,3,82,0,Regular,18.96
C03,2016,11,26.0,18.9,3,82,0,Regular,15.6
C03,2016,12,25.46,27.12,3,82,0,Regular,15.28
C03,2017,1,23.56,28.47,3,82,0,Regular,14.13
C03,2017,2,26.78,27.13,3,82,0,Regular,16.07
C03,2017,3,33.44,6.72,3,82,0,Regular,20.06
C03,2017,4,39.91,-1.56,3,82,0,Regular,23.94
C03,2017,5,35.49,8.69,3,82,0,Regular,21.3
C03,2017,6,29.0,21.22,3,82,0,Regular,17.4
C03,2017,7,28.57,15.61,3,82,0,Regular,17.14
C03,2017,8,35.94,6.81,3,82,0,Regular,21.56
C03,2017,9,37.84,1.3,3,82,0,Regular,22.7
C03,2017,10,30.92,18.55,3,82,0,Regular,18.55
C03,2017,11,38.08,-4.58,3,82,0,Regular,22.85
C03,2017,12,38.56,-1.36,3,82,0,Regular,23.13
C03,2018,1,35.56,2.68,3,82,0,Regular,21.34
C03,2018,2,34.46,1.76,3,82,0,Regular,20.68
C03,2018,3,41.72,-1.78,3,82,0,Regular,25.03
C03,2018,4,31.22,17.98,3,82,0,Regular,18.73
C03,2018,5,24.89,28.27,3,82,0,Regular,14.94
C03,2018,6,26.03,19.78,3,82,0,Regular,15.62
C03,2018,7,23.49,24.98,3,82,0,Regular,14.1
C03,2018,8,31.61,17.97,3,82,0,Regular,18.97
C03,2018,9,33.6,14.81,3,82,0,Regular,20.16
C03,2018,10,26.19,26.36,3,82,0,Regular,15.72
C03,2018,11,36.07,3.87,3,82,0,Regular,21.64
C03,2018,12,25.15,27.77,3,82,0,Regular,15.09
C03,2019,1,23.21,27.29,3,82,0,Regular,13.93
C03,2019,2,35.65,9.94,3,82,0,Regular,21.39
C03,2019,3,26.17,21.95,3,82,0,Regular,15.7
C03,2019,4,35.31,0.67,3,82,0,Regular,21.19
C03,2019,5,26.4,22.2,3,82,0,Regular,15.84
C03,2019,6,32.24,6.64,3,82,0,Regular,19.34
C03,2019,7,22.56,28.45,3,82,0,Regular,13.54
C03,2019,8,32.94,10.42,3,82,0,Regular,19.76
C03,2019,9,25.11,27.5,3,82,0,Regular,15.07
C03,2019,10,37.53,1.25,3,82,0,Regular,22.52
C03,2019,11,39.79,0.04,3,82,0,Regular,23.88
C03,2019,12,37.74,2.64,3,82,0,Regular,22.64
C03,2020,1,26.02,26.94,3,82,0,Regular,15.61
C03,2020,2,36.33,-1.38,3,82,0,Regular,21.8
C03,2020,3,29.21,15.0,3,82,0,Regular,17.52
C03,2020,4,35.28,10.61,3,82,0,Regular,21.17
C03,2020,5,38.94,0.21,3,82,0,Regular,23.36
C03,2020,6,25.36,27.65,3,82,0,Regular,15.22
C03,2020,7,37.24,4.33,3,82,0,Regular,22.34
C03,2020,8,25.32,26.66,3,82,0,Regular,15.19
C03,2020,9,34.32,13.04,3,82,0,Regular,20.59
C03,2020,10,31.73,12.17,3,82,0,Regular,19.04
C03,2020,11,27.61,24.54,3,82,0,Regular,16.57
C03,2020,12,27.2,22.49,3,82,0,Regular,16.32
C03,2021,1,43.37,-4.88,3,82,0,Regular,26.02
C03,2021,2,26.28,23.63,3,82,0,Regular,15.77
C03,2021,3,33.38,14.85,3,82,0,Regular,20.03
C03,2021,4,35.51,7.56,3,82,0,Regular,21.31
C03,2021,5,34.48,9.02,3,82,0,Regular,20.69
C03,2021,6,21.46,28.56,3,82,0,Regular,12.88
C03,2021,7,34.11,13.71,3,82,0,Regular,20.47
C03,2021,8,39.05,-2.18,3,82,0,Regular,23.43
C03,2021,9,28.17,21.83,3,82,0,Regular,16.9
C03,2021,10,34.85,1.18,3,82,0,Regular,20.91
C03,2021,11,32.12,8.45,3,82,0,Regular,19.27
C03,2021,12,30.9,19.36,3,82,0,Regular,18.54
C03,2022,1,28.82,17.07,3,82,0,Regular,17.29
C03,2022,2,40.01,-2.03,3,82,0,Regular,24.01
C03,2022,3,25.67,20.74,3,82,0,Regular,15.4
C03,2022,4,38.64,1.76,3,82,0,Regular,23.18
C03,2022,5,30.26,15.75,3,82,0,Regular,18.16
C03,2022,6,39.84,-2.8,3,82,0,Regular,23.9
C03,2022,7,35.52,5.77,3,82,0,Regular,21.31
C03,2022,8,25.8,24.2,3,82,0,Regular,15.48
C03,2022,9,20.5,29.85,3,82,0,Regular,12.3
C03,2022,10,41.45,-3.04,3,82,0,Regular,24.87
C03,2022,11,37.66,-3.5,3,82,0,Regular,22.6
C03,2022,12,27.58,23.25,3,82,0,Regular,16.55
C03,2023,1,33.75,11.04,3,82,0,Regular,20.25
C03,2023,2,23.29,25.6,3,82,0,Regular,13.98
C03,2023,3,33.11,15.28,3,82,0,Regular,19.87
C03,2023,4,37.9,-3.71,3,82,0,Regular,22.74
C03,2023,5,29.09,17.88,3,82,0,Regular,17.45
C03,2023,6,21.91,27.13,3,82,0,Regular,13.15
C03,2023,7,26.21,19.55,3,82,0,Regular,15.73
C03,2023,8,34.99,1.03,3,82,0,Regular,20.99
C03,2023,9,37.08,5.76,3,82,0,Regular,22.25
C03,2023,10,30.74,10.97,3,82,0,Regular,18.44
C03,2023,11,32.26,15.69,3,82,0,Regular,19.36
C03,2023,12,38.82,-1.28,3,82,0,Regular,23.29
C04,2014,1,19.78,23.16,1,118,0,Bueno,11.87
C04,2014,2,22.99,23.4,1,118,0,Bueno,13.79
C04,2014,3,21.37,18.74,1,118,0,Bueno,12.82
C04,2014,4,17.68,29.15,1,118,0,Bueno,10.61
C04,2014,5,33.92,-0.19,1,118,0,Bueno,20.35
C04,2014,6,22.01,22.76,1,118,0,Bueno,13.2
C04,2014,7,22.93,15.76,1,118,0,Bueno,13.76
C04,2014,8,30.03,-0.77,1,118,0,Bueno,18.02
C04,2014,9,28.21,9.53,1,118,0,Bueno,16.93
C04,2014,10,24.25,14.37,1,118,0,Bueno,14.55
C04,2014,11,15.34,27.4,1,118,0,Bueno,9.21
C04,2014,12,34.63,-1.5,1,118,0,Bueno,20.78
C04,2015,1,25.25,16.44,1,118,0,Bueno,15.15
C04,2015,2,33.95,-4.45,1,118,0,Bueno,20.37
C04,2015,3,32.27,-4.78,1,118,0,Bueno,19.36
C04,2015,4,33.65,-1.88,1,118,0,Bueno,20.19
C04,2015,5,18.28,26.04,1,118,0,Bueno,10.97
C04,2015,6,21.81,23.26,1,118,0,Bueno,13.08
C04,2015,7,20.42,19.23,1,118,0,Bueno,12.25
C04,2015,8,23.24,17.39,1,118,0,Bueno,13.94
C04,2015,9,29.72,9.42,1,118,0,Bueno,17.83
C04,2015,10,20.84,16.37,1,118,0,Bueno,12.5
C04,2015,11,31.15,1.3,1,118,0,Bueno,18.69
C04,2015,12,18.43,28.26,1,118,0,Bueno,11.06
C04,2016,1,19.69,22.39,1,118,0,Bueno,11.82
C04,2016,2,32.63,-4.84,1,118,0,Bueno,19.58
C04,2016,3,32.42,-0.89,1,118,0,Bueno,19.45
C04,2016,4,31.8,-1.65,1,118,0,Bueno,19.08
C04,2016,5,21.22,21.64,1,118,0,Bueno,12.73
C04,2016,6,32.08,2.67,1,118,0,Bueno,19.25
C04,2016,7,21.42,18.08,1,118,0,Bueno,12.85
C04,2016,8,32.69,1.78,1,118,0,Bueno,19.61
C04,2016,9,25.12,18.98,1,118,0,Bueno,15.07
C04,2016,10,24.06,11.6,1,118,0,Bueno,14.43
C04,2016,11,19.83,18.45,1,118,0,Bueno,11.9
C04,2016,12,21.73,17.57,1,118,0,Bueno,13.04
C04,2017,1,25.7,10.21,1,118,0,Bueno,15.42
C04,2017,2,21.76,23.18,1,118,0,Bueno,13.06
C04,2017,3,34.98,-3.48,1,118,0,Bueno,20.99
C04,2017,4,16.17,27.37,1,118,0,Bueno,9.7
C04,2017,5,20.46,22.49,1,118,0,Bueno,12.28
C04,2017,6,34.64,-0.94,1,118,0,Bueno,20.78
C04,2017,7,22.23,20.25,1,118,0,Bueno,13.34
C04,2017,8,26.79,6.41,1,118,0,Bueno,16.07
C04,2017,9,21.41,18.69,1,118,0,Bueno,12.85
C04,2017,10,19.62,22.26,1,118,0,Bueno,11.77
C04,2017,11,34.01,-1.57,1,118,0,Bueno,20.41
C04,2017,12,18.33,25.45,1,118,0,Bueno,11.0
C04,2018,1,30.26,2.72,1,118,0,Bueno,18.16
C04,2018,2,28.17,11.95,1,118,0,Bueno,16.9
C04,2018,3,34.33,0.07,1,118,0,Bueno,20.6
C04,2018,4,25.66,10.92,1,118,0,Bueno,15.4
C04,2018,5,33.23,-0.23,1,118,0,Bueno,19.94
C04,2018,6,26.09,17.12,1,118,0,Bueno,15.66
C04,2018,7,28.52,2.08,1,118,0,Bueno,17.11
C04,2018,8,19.54,19.23,1,118,0,Bueno,11.73
C04,2018,9,34.02,-0.22,1,118,0,Bueno,20.41
C04,2018,10,24.3,11.05,1,118,0,Bueno,14.58
C04,2018,11,30.61,7.03,1,118,0,Bueno,18.36
C04,2018,12,25.47,16.13,1,118,0,Bueno,15.28
C04,2019,1,23.8,17.33,1,118,0,Bueno,14.28
C04,2019,2,34.15,0.95,1,118,0,Bueno,20.49
C04,2019,3,16.86,24.93,1,118,0,Bueno,10.11
C04,2019,4,19.24,24.99,1,118,0,Bueno,11.54
C04,2019,5,17.43,29.85,1,118,0,Bueno,10.46
C04,2019,6,18.33,24.29,1,118,0,Bueno,11.0
C04,2019,7,22.94,20.55,1,118,0,Bueno,13.77
C04,2019,8,28.95,3.63,1,118,0,Bueno,17.37
C04,2019,9,26.51,15.28,1,118,0,Bueno,15.91
C04,2019,10,21.84,15.71,1,118,0,Bueno,13.1
C04,2019,11,21.29,15.08,1,118,0,Bueno,12.77
C04,2019,12,14.39,29.31,1,118,0,Bueno,8.63
C04,2020,1,27.68,11.47,1,118,0,Bueno,16.61
C04,2020,2,33.9,-3.82,1,118,0,Bueno,20.34
C04,2020,3,27.7,11.77,1,118,0,Bueno,16.62
C04,2020,4,19.64,23.75,1,118,0,Bueno,11.79
C04,2020,5,30.44,3.42,1,118,0,Bueno,18.27
C04,2020,6,35.47,-4.57,1,118,0,Bueno,21.28
C04,2020,7,15.47,28.25,1,118,0,Bueno,9.28
C04,2020,8,30.01,5.35,1,118,0,Bueno,18.01
C04,2020,9,32.59,-1.82,1,118,0,Bueno,19.55
C04,2020,10,30.19,5.67,1,118,0,Bueno,18.11
C04,2020,11,20.77,25.03,1,118,0,Bueno,12.46
C04,2020,12,33.6,-4.15,1,118,0,Bueno,20.16
C04,2021,1,23.04,22.01,1,118,0,Bueno,13.82
C04,2021,2,28.95,9.19,1,118,0,Bueno,17.37
C04,2021,3,27.6,7.96,1,118,0,Bueno,16.56
C04,2021,4,25.38,17.17,1,118,0,Bueno,15.23
C04,2021,5,35.42,-2.53,1,118,0,Bueno,21.25
C04,2021,6,25.67,6.65,1,118,0,Bueno,15.4
C04,2021,7,25.47,9.91,1,118,0,Bueno,15.28
C04,2021,8,18.0,28.11,1,118,0,Bueno,10.8
C04,2021,9,22.12,22.81,1,118,0,Bueno,13.27
C04,2021,10,35.17,-2.17,1,118,0,Bueno,21.1
C04,2021,11,18.75,20.75,1,118,0,Bueno,11.25
C04,2021,12,18.8,28.09,1,118,0,Bueno,11.28
C04,2022,1,16.43,26.08,1,118,0,Bueno,9.86
C04,2022,2,28.62,7.8,1,118,0,Bueno,17.17
C04,2022,3,25.95,7.79,1,118,0,Bueno,15.57
C04,2022,4,21.92,14.56,1,118,0,Bueno,13.15
C04,2022,5,20.11,19.83,1,118,0,Bueno,12.07
C04,2022,6,15.56,29.34,1,118,0,Bueno,9.34
C04,2022,7,32.18,-1.03,1,118,0,Bueno,19.31
C04,2022,8,18.35,27.87,1,118,0,Bueno,11.01
C04,2022,9,15.77,28.57,1,118,0,Bueno,9.46
C04,2022,10,19.61,21.08,1,118,0,Bueno,11.77
C04,2022,11,26.73,7.34,1,118,0,Bueno,16.04
C04,2022,12,21.06,18.81,1,118,0,Bueno,12.64
C04,2023,1,32.26,-2.78,1,118,0,Bueno,19.36
C04,2023,2,25.95,12.02,1,118,0,Bueno,15.57
C04,2023,3,33.41,-0.71,1,118,0,Bueno,20.05
C04,2023,4,22.63,18.74,1,118,0,Bueno,13.58
C04,2023,5,29.91,5.23,1,118,0,Bueno,17.95
C04,2023,6,22.97,23.0,1,118,0,Bueno,13.78
C04,2023,7,22.79,23.31,1,118,0,Bueno,13.67
C04,2023,8,35.5,-2.7,1,118,0,Bueno,21.3
C04,2023,9,23.77,11.03,1,118,0,Bueno,14.26
C04,2023,10,17.32,26.43,1,118,0,Bueno,10.39
C04,2023,11,15.22,28.48,1,118,0,Bueno,9.13
C04,2023,12,30.65,4.66,1,118,0,Bueno,18.39
C05,2014,1,29.45,13.22,2,103,0,Bueno,17.67
C05,2014,2,35.49,5.26,2,103,0,Bueno,21.29
C05,2014,3,26.12,13.95,2,103,0,Bueno,15.67
C05,2014,4,31.4,7.13,2,103,0,Bueno,18.84
C05,2014,5,25.27,17.56,2,103,0,Bueno,15.16
C05,2014,6,38.93,-2.8,2,103,0,Bueno,23.36
C05,2014,7,36.42,3.13,2,103,0,Bueno,21.85
C05,2014,8,25.99,17.56,2,103,0,Bueno,15.59
C05,2014,9,32.68,7.0,2,103,0,Bueno,19.61
C05,2014,10,32.65,6.42,2,103,0,Bueno,19.59
C05,2014,11,27.66,19.39,2,103,0,Bueno,16.59
C05,2014,12,28.83,10.58,2,103,0,Bueno,17.3
